ID,QUESTION_INDEX,ANS_ORDER,ANS_NOTE
182219,B04,4,
182219,B05,4,
182219,B06,4,
182219,B07,4,
182390,A01,4,
182390,A01,4,
182390,A02,3,
182390,A02,3,
182390,A04,4,
182390,A04,4,
182390,A05,2,2
182390,A05,2,2
182390,A08,1,
182390,A08,3,
182390,A08,4,
182390,A08,5,
182390,A08,6,
182390,A08,1,
182390,A08,3,
182390,A08,4,
182390,A08,5,
182390,A08,6,
182390,A09,1,
182390,A09,3,
182390,A09,1,
182390,A09,3,
182390,A10,3,
182390,A10,2,
182390,A11,2,
182390,A11,2,
182390,A12,1,
182390,A12,1,
182390,A14,4,
182390,A14,4,
182390,B01,4,
182390,B01,4,
182390,B02,1,
182390,B02,2,
182390,B02,3,
182390,B02,4,
182390,B02,5,
182390,B02,1,
182390,B02,2,
182390,B02,3,
182390,B02,4,
182390,B02,5,
182390,B03,1,
182390,B03,2,
182390,B03,3,
182390,B03,4,
182390,B03,5,
182390,B03,1,
182390,B03,2,
182390,B03,3,
182390,B03,4,
182390,B03,5,
182390,B04,4,
182390,B04,5,
182390,B05,4,
182390,B05,4,
182390,B06,5,
182390,B06,5,
182390,B07,5,
182390,B07,5,
182527,A01,4,
182527,A02,1,
182527,A04,4,
182527,A05,1,0
182527,A08,3,
182527,A08,5,
182527,A09,1,
182527,A09,3,
182527,A10,2,
182527,A11,1,
182527,A12,1,
182527,A14,4,
182527,B01,5,
182527,B02,1,
182527,B02,4,
182527,B03,3,
182527,B03,4,
182527,B04,5,
182527,B05,3,
182527,B06,5,
182527,B07,4,
182909,A01,5,
182909,A02,1,
182909,A04,3,
182909,A05,2,2
182909,A08,4,
182909,A08,5,
182909,A09,1,
182909,A10,3,
182909,A11,1,
182909,A12,1,
182909,A14,4,
182909,B01,4,
182909,B02,1,
182909,B02,3,
182909,B02,4,
182909,B02,5,
182909,B03,4,
182909,B03,5,
182909,B04,5,
182909,B05,4,
182909,B06,5,
182909,B07,5,
182969,A01,2,
182969,A02,1,
182969,A04,4,
182969,A05,2,2
182969,A08,1,
182969,A08,3,
182969,A08,4,
182969,A08,5,
182969,A09,1,
182969,A10,2,
182969,A11,1,
182969,A12,1,
182969,A14,4,
182969,B01,5,
182969,B02,1,
182969,B02,2,
182969,B02,3,
182969,B02,4,
182969,B02,5,
182969,B03,4,
182969,B03,5,
182969,B04,3,
182969,B05,4,
182969,B06,3,
182969,B07,1,
183016,A01,8,
183016,A02,7,退休人員
183016,A04,3,
183016,A05,1,0
183016,A08,3,
183016,A08,5,
183016,A09,2,
183016,A09,3,
183016,A10,1,
183016,A11,1,
183016,A12,1,
183016,A14,4,
183016,B01,3,
183016,B02,1,
183016,B02,3,
183016,B02,4,
183016,B03,3,
183016,B03,4,
183016,B04,5,
183016,B05,4,
183016,B06,3,
183016,B07,3,
183565,A01,8,
183565,A02,7,退休
183565,A04,4,
183565,A05,2,3
183565,A08,1,
183565,A08,5,
183565,A09,2,
183565,A10,2,
183565,A11,2,
183565,A12,1,
183565,A14,4,
183565,B01,3,
183565,B02,1,
183565,B02,4,
183565,B02,5,
183565,B03,3,
183565,B03,4,
183565,B03,5,
183565,B04,3,
183565,B05,4,
183565,B06,3,
183565,B07,4,
183676,A01,4,
183676,A02,4,
183676,A04,3,
183676,A05,2,2
183676,A08,1,
183676,A09,1,
183676,A09,3,
183676,A10,3,
183676,A11,1,
183676,A12,1,
183676,A14,4,
183676,B01,5,
183676,B02,1,
183676,B02,4,
183676,B02,5,
183676,B03,4,
183676,B03,5,
183676,B04,5,
183676,B05,4,
183676,B06,5,
183676,B07,5,
183844,A01,1,
183844,A02,1,
183844,A04,5,
183844,A05,3,
183844,A08,1,
183844,A08,3,
183844,A08,4,
183844,A08,5,
183844,A09,1,
183844,A09,3,
183844,A10,3,
183844,A11,3,
183844,A12,1,
183844,A14,4,
183844,B01,4,
183844,B02,1,
183844,B02,2,
183844,B02,3,
183844,B02,4,
183844,B02,5,
183844,B03,4,
183844,B04,4,
183844,B05,3,
183844,B06,4,
183844,B07,5,
183858,A01,1,
183858,A02,1,
183858,A04,4,
183858,A05,2,2
183858,A08,1,
183858,A08,2,
183858,A08,3,
183858,A08,5,
183858,A08,6,
183858,A09,1,
183858,A09,3,
183858,A09,8,
183858,A10,3,
183858,A11,2,
183858,A12,3,
183858,A14,4,
183858,B01,4,
183858,B02,1,
183858,B02,2,
183858,B02,3,
183858,B02,4,
183858,B03,2,
183858,B04,5,
183858,B05,4,
183858,B06,5,
183858,B07,4,
184074,A01,2,
184074,A02,4,
184074,A04,4,
184074,A05,2,2
184074,A08,3,
184074,A08,4,
184074,A08,5,
184074,A09,1,
184074,A09,3,
184074,A09,7,
184074,A10,4,
184074,A11,2,
184074,A12,1,
184074,A14,4,
184074,B01,5,
184074,B02,4,
184074,B02,5,
184074,B02,1,
184074,B02,2,
184074,B02,3,
184074,B03,2,
184074,B03,3,
184074,B03,4,
184074,B03,5,
184074,B04,3,
184074,B05,4,
184074,B06,3,
184074,B07,3,
184199,A01,8,
184199,A02,7,退休
184199,A04,3,
184199,A05,3,
184199,A08,3,
184199,A09,2,
184199,A09,3,
184199,A10,1,
184199,A11,1,
184199,A12,1,
184199,A14,4,
184199,B01,3,
184199,B02,1,
184199,B02,2,
184199,B02,3,
184199,B02,4,
184199,B02,5,
184199,B03,2,
184199,B03,3,
184199,B03,4,
184199,B03,5,
184199,B04,3,
184199,B05,4,
184199,B06,5,
184199,B07,5,
184370,A01,2,
184370,A02,3,
184370,A04,5,
184370,A05,2,2
184370,A08,3,
184370,A08,4,
184370,A08,5,
184370,A09,1,
184370,A09,3,
184370,A10,3,
184370,A11,2,
184370,A12,1,
184370,A14,4,
184370,B01,4,
184370,B02,1,
184370,B02,2,
184370,B02,3,
184370,B02,4,
184370,B02,5,
184370,B03,3,
184370,B03,4,
184370,B03,5,
184370,B04,3,
184370,B05,3,
184370,B06,4,
184370,B07,5,
184487,A01,24,國營企業
184487,A02,4,
184487,A04,3,
184487,A05,2,3
184487,A08,1,
184487,A08,3,
184487,A08,5,
184487,A09,1,
184487,A10,3,
184487,A11,2,
184487,A12,1,
184487,A14,4,
184487,B01,4,
184487,B02,1,
184487,B02,3,
184487,B02,4,
184487,B03,3,
184487,B03,4,
184487,B04,5,
184487,B05,3,
184487,B06,3,
184487,B07,3,
184984,A01,24,科學研究
184984,A02,2,
184984,A04,5,
184984,A05,1,0
184984,A08,1,
184984,A08,3,
184984,A09,1,
184984,A09,3,
184984,A10,2,
184984,A11,1,
184984,A12,1,
184984,A14,4,
184984,B01,4,
184984,B02,1,
184984,B02,2,
184984,B02,3,
184984,B02,4,
184984,B02,5,
184984,B03,3,
184984,B03,4,
184984,B04,5,
184984,B05,4,
184984,B06,4,
184984,B07,4,
185021,A01,3,
185021,A02,2,
185021,A04,4,
185021,A05,2,0
185021,A08,1,
185021,A09,3,
185021,A10,3,
185021,A11,2,
185021,A12,2,
185021,A14,4,
185021,B01,3,
185021,B02,1,
185021,B02,2,
185021,B02,3,
185021,B02,4,
185021,B02,5,
185021,B03,4,
185021,B03,5,
185021,B04,5,
185021,B05,4,
185021,B06,4,
185021,B07,5,
185037,A01,3,
185037,A02,1,
185037,A04,4,
185037,A05,2,2
185037,A08,3,
185037,A08,4,
185037,A08,5,
185037,A09,1,
185037,A10,3,
185037,A11,1,
185037,A12,1,
185037,A14,4,
185037,B01,4,
185037,B02,1,
185037,B02,4,
185037,B02,5,
185037,B03,2,
185037,B03,3,
185037,B03,4,
185037,B04,4,
185037,B05,3,
185037,B06,4,
185037,B07,3,
185048,A01,5,
185048,A02,4,
185048,A04,4,
185048,A05,2,2
185048,A08,3,
185048,A08,4,
185048,A09,1,
185048,A10,3,
185048,A11,3,
185048,A12,1,
185048,A14,4,
185048,B01,4,
185048,B02,1,
185048,B02,4,
185048,B02,5,
185048,B03,3,
185048,B03,4,
185048,B04,3,
185048,B05,3,
185048,B06,3,
185048,B07,3,
185059,A01,17,
185059,A02,1,
185059,A04,4,
185059,A05,3,
185059,A08,2,
185059,A08,3,
185059,A08,4,
185059,A08,5,
185059,A09,1,
185059,A09,3,
185059,A09,5,
185059,A10,3,
185059,A11,2,
185059,A12,1,
185059,A14,4,
185059,B01,4,
185059,B02,1,
185059,B03,5,
185059,B04,3,
185059,B05,4,
185059,B06,3,
185059,B07,2,
185127,A01,1,
185127,A02,2,
185127,A04,5,
185127,A05,2,2
185127,A08,1,
185127,A08,3,
185127,A08,5,
185127,A09,1,
185127,A09,3,
185127,A10,3,
185127,A11,2,
185127,A12,1,
185127,A14,4,
185127,B01,4,
185127,B02,1,
185127,B02,3,
185127,B02,4,
185127,B03,3,
185127,B03,4,
185127,B04,4,
185127,B05,3,
185127,B06,4,
185127,B07,3,
185135,A01,1,
185135,A02,3,
185135,A04,5,
185135,A05,1,0
185135,A08,1,
185135,A08,3,
185135,A08,5,
185135,A09,1,
185135,A09,3,
185135,A10,3,
185135,A11,2,
185135,A12,1,
185135,A14,4,
185135,B01,4,
185135,B02,1,
185135,B02,2,
185135,B02,3,
185135,B02,4,
185135,B02,5,
185135,B03,4,
185135,B03,5,
185135,B04,5,
185135,B05,3,
185135,B06,4,
185135,B07,4,
185141,A01,5,
185141,A02,1,
185141,A04,3,
185141,A05,2,1
185141,A08,1,
185141,A08,5,
185141,A09,1,
185141,A09,3,
185141,A10,1,
185141,A11,1,
185141,A12,1,
185141,A14,4,
185141,B01,4,
185141,B02,1,
185141,B02,2,
185141,B02,3,
185141,B02,4,
185141,B02,5,
185141,B03,5,
185141,B04,5,
185141,B05,4,
185141,B06,2,
185141,B07,5,
185313,A01,8,
185313,A02,7,退休
185313,A04,5,
185313,A05,3,
185313,A08,1,
185313,A08,5,
185313,A09,2,
185313,A09,3,
185313,A10,1,
185313,A11,1,
185313,A12,1,
185313,A14,4,
185313,B01,3,
185313,B02,1,
185313,B02,2,
185313,B02,3,
185313,B02,4,
185313,B02,5,
185313,B03,2,
185313,B03,3,
185313,B03,4,
185313,B03,5,
185313,B04,5,
185313,B05,3,
185313,B06,4,
185313,B07,4,
185348,A01,2,
185348,A02,4,
185348,A04,5,
185348,A05,1,2
185348,A08,3,
185348,A09,1,
185348,A10,3,
185348,A11,2,
185348,A12,1,
185348,A14,4,
185348,B01,3,
185348,B02,1,
185348,B02,3,
185348,B02,4,
185348,B02,5,
185348,B03,3,
185348,B03,4,
185348,B04,4,
185348,B05,3,
185348,B06,3,
185348,B07,2,
185398,A01,4,
185398,A02,1,
185398,A04,2,
185398,A05,2,0
185398,A08,1,
185398,A08,3,
185398,A08,5,
185398,A09,1,
185398,A09,3,
185398,A10,3,
185398,A11,2,
185398,A12,1,
185398,A14,4,
185398,B01,4,
185398,B02,1,
185398,B02,4,
185398,B03,4,
185398,B03,5,
185398,B04,5,
185398,B05,4,
185398,B06,5,
185398,B07,5,
185432,A01,8,
185432,A02,5,
185432,A04,5,
185432,A05,2,1
185432,A08,3,
185432,A09,2,
185432,A10,3,
185432,A11,2,
185432,A12,1,
185432,A14,4,
185432,B01,3,
185432,B02,1,
185432,B02,3,
185432,B02,4,
185432,B02,5,
185432,B03,2,
185432,B03,3,
185432,B03,4,
185432,B04,3,
185432,B05,4,
185432,B06,3,
185432,B07,3,
185683,A01,8,
185683,A02,2,
185683,A04,3,
185683,A05,2,2
185683,A08,1,
185683,A08,3,
185683,A09,1,
185683,A09,2,
185683,A09,3,
185683,A10,2,
185683,A11,2,
185683,A12,1,
185683,A14,4,
185683,B01,3,
185683,B02,1,
185683,B02,5,
185683,B03,4,
185683,B04,5,
185683,B05,3,
185683,B06,2,
185683,B07,3,
185813,A01,21,
185813,A02,7,家管
185813,A04,3,
185813,A05,2,1
185813,A08,1,
185813,A08,3,
185813,A09,2,
185813,A10,1,
185813,A11,1,
185813,A12,1,
185813,A14,4,
185813,B01,3,
185813,B02,1,
185813,B02,4,
185813,B03,3,
185813,B03,4,
185813,B03,5,
185813,B04,3,
185813,B05,3,
185813,B06,5,
185813,B07,3,
185983,A01,5,
185983,A02,7,約聘助理
185983,A04,5,
185983,A05,1,無
185983,A08,5,
185983,A09,1,
185983,A10,2,
185983,A11,3,
185983,A12,1,
185983,A14,4,
185983,B01,5,
185983,B02,4,
185983,B03,4,
185983,B04,2,
185983,B05,4,
185983,B06,3,
185983,B07,3,
186271,A01,13,捷克
186271,A02,1,
186271,A04,4,
186271,A05,2,2
186271,A08,1,
186271,A08,3,
186271,A08,5,
186271,A09,1,
186271,A10,3,
186271,A11,2,
186271,A12,1,
186271,A14,4,
186271,B01,4,
186271,B02,1,
186271,B02,2,
186271,B02,3,
186271,B02,4,
186271,B03,3,
186271,B03,4,
186271,B03,5,
186271,B04,5,
186271,B05,4,
186271,B06,4,
186271,B07,3,
186417,A01,5,
186417,A02,1,
186417,A04,1,
186417,A05,2,0
186417,A08,1,
186417,A08,3,
186417,A09,1,
186417,A09,3,
186417,A10,1,
186417,A11,1,
186417,A12,1,
186417,A14,2,
186417,B01,3,
186417,B02,1,
186417,B02,2,
186417,B02,3,
186417,B02,4,
186417,B02,5,
186417,B03,2,
186417,B04,2,
186417,B05,4,
186417,B06,3,
186417,B07,3,
186512,A01,1,
186512,A02,2,
186512,A04,5,
186512,A05,2,3
186512,A08,1,
186512,A09,1,
186512,A10,3,
186512,A11,2,
186512,A12,1,
186512,A14,4,
186512,B01,5,
186512,B02,1,
186512,B02,2,
186512,B02,3,
186512,B02,4,
186512,B03,2,
186512,B03,3,
186512,B03,4,
186512,B04,5,
186512,B05,3,
186512,B06,3,
186512,B07,5,
186585,A01,4,
186585,A02,2,
186585,A04,4,
186585,A05,1,0
186585,A08,1,
186585,A08,5,
186585,A09,1,
186585,A09,3,
186585,A09,5,
186585,A10,3,
186585,A11,2,
186585,A12,2,
186585,A14,4,
186585,B01,4,
186585,B02,1,
186585,B02,4,
186585,B02,5,
186585,B03,4,
186585,B03,5,
186585,B04,5,
186585,B05,4,
186585,B06,5,
186585,B07,5,
186861,A01,1,
186861,A02,1,
186861,A04,5,
186861,A05,2,3
186861,A08,1,
186861,A09,1,
186861,A09,3,
186861,A10,3,
186861,A11,1,
186861,A12,1,
186861,A14,4,
186861,B01,4,
186861,B02,1,
186861,B02,3,
186861,B02,4,
186861,B02,5,
186861,B03,4,
186861,B03,5,
186861,B04,5,
186861,B05,4,
186861,B06,3,
186861,B07,3,
186998,A01,5,
186998,A02,4,
186998,A04,4,
186998,A05,2,0
186998,A08,1,
186998,A09,1,
186998,A10,2,
186998,A11,1,
186998,A12,1,
186998,A14,4,
186998,B01,4,
186998,B02,1,
186998,B02,2,
186998,B02,3,
186998,B02,4,
186998,B02,5,
186998,B03,1,
186998,B03,2,
186998,B03,3,
186998,B03,4,
186998,B04,3,
186998,B05,4,
186998,B06,3,
186998,B07,2,
187080,A01,3,
187080,A02,2,
187080,A04,4,
187080,A05,3,
187080,A08,1,
187080,A09,1,
187080,A09,3,
187080,A10,3,
187080,A11,2,
187080,A12,1,
187080,A14,4,
187080,B01,4,
187080,B02,1,
187080,B02,2,
187080,B02,3,
187080,B02,4,
187080,B02,5,
187080,B03,1,
187080,B03,2,
187080,B03,3,
187080,B03,4,
187080,B03,5,
187080,B04,5,
187080,B05,4,
187080,B06,3,
187080,B07,5,
187120,A01,12,
187120,A02,1,
187120,A04,4,
187120,A05,1,0
187120,A08,3,
187120,A09,4,
187120,A10,3,
187120,A11,2,
187120,A12,2,
187120,A14,4,
187120,B01,5,
187120,B02,1,
187120,B02,4,
187120,B03,2,
187120,B03,4,
187120,B04,5,
187120,B05,4,
187120,B06,3,
187120,B07,3,
187215,A01,5,
187215,A02,2,
187215,A04,4,
187215,A05,2,2
187215,A08,1,
187215,A09,8,
187215,A10,2,
187215,A11,1,
187215,A12,2,
187215,A14,4,
187215,B01,3,
187215,B02,1,
187215,B02,3,
187215,B02,4,
187215,B03,4,
187215,B04,5,
187215,B05,4,
187215,B06,5,
187215,B07,4,
187245,A01,5,
187245,A02,1,
187245,A04,2,
187245,A05,1,0
187245,A08,1,
187245,A09,1,
187245,A09,3,
187245,A10,2,
187245,A11,1,
187245,A12,1,
187245,A14,4,
187245,B01,5,
187245,B02,1,
187245,B02,4,
187245,B03,4,
187245,B03,5,
187245,B04,5,
187245,B05,4,
187245,B06,4,
187245,B07,5,
187364,A01,1,
187364,A01,24,自由業
187364,A02,1,
187364,A02,7,無
187364,A04,3,
187364,A04,3,
187364,A05,2,1
187364,A05,3,
187364,A08,1,
187364,A08,3,
187364,A08,5,
187364,A08,1,
187364,A08,2,
187364,A08,3,
187364,A08,4,
187364,A08,5,
187364,A09,1,
187364,A09,1,
187364,A10,3,
187364,A10,3,
187364,A11,2,
187364,A11,2,
187364,A12,1,
187364,A12,1,
187364,A14,4,
187364,A14,4,
187364,B01,4,
187364,B01,4,
187364,B02,1,
187364,B02,4,
187364,B02,5,
187364,B02,1,
187364,B02,4,
187364,B02,5,
187364,B03,2,
187364,B03,3,
187364,B03,4,
187364,B03,5,
187364,B03,1,
187364,B03,2,
187364,B03,3,
187364,B03,4,
187364,B03,5,
187364,B04,4,
187364,B04,3,
187364,B05,3,
187364,B05,3,
187364,B06,4,
187364,B06,4,
187364,B07,2,
187364,B07,2,
187443,A01,4,
187443,A02,4,
187443,A04,3,
187443,A05,2,3
187443,A08,5,
187443,A09,1,
187443,A09,3,
187443,A10,4,
187443,A11,3,
187443,A12,1,
187443,A14,4,
187443,B01,5,
187443,B02,1,
187443,B02,4,
187443,B03,4,
187443,B04,3,
187443,B05,3,
187443,B06,3,
187443,B07,3,
187535,A01,1,
187535,A02,2,
187535,A04,5,
187535,A05,2,2
187535,A08,3,
187535,A08,4,
187535,A08,5,
187535,A09,1,
187535,A09,3,
187535,A10,3,
187535,A11,3,
187535,A12,1,
187535,A14,4,
187535,B01,4,
187535,B02,1,
187535,B02,4,
187535,B03,4,
187535,B04,4,
187535,B05,4,
187535,B06,3,
187535,B07,3,
187567,A01,1,
187567,A02,1,
187567,A04,4,
187567,A05,2,1
187567,A08,5,
187567,A09,1,
187567,A10,3,
187567,A11,2,
187567,A12,1,
187567,A14,4,
187567,B01,4,
187567,B02,1,
187567,B02,4,
187567,B03,4,
187567,B03,5,
187567,B04,5,
187567,B05,3,
187567,B06,5,
187567,B07,5,
188107,A01,4,
188107,A02,1,
188107,A04,4,
188107,A05,2,2
188107,A08,3,
188107,A08,4,
188107,A09,1,
188107,A10,3,
188107,A11,2,
188107,A12,1,
188107,A14,4,
188107,B01,5,
188107,B02,4,
188107,B02,5,
188107,B03,4,
188107,B03,5,
188107,B04,3,
188107,B05,3,
188107,B06,4,
188107,B07,3,
188223,A01,1,
188223,A02,2,
188223,A04,4,
188223,A05,2,0
188223,A08,3,
188223,A08,5,
188223,A09,1,
188223,A09,3,
188223,A10,2,
188223,A11,1,
188223,A12,2,
188223,A14,4,
188223,B01,4,
188223,B02,1,
188223,B02,2,
188223,B02,3,
188223,B02,4,
188223,B02,5,
188223,B03,4,
188223,B03,5,
188223,B04,3,
188223,B05,4,
188223,B06,5,
188223,B07,5,
188247,A01,8,
188247,A02,7,家管
188247,A04,2,
188247,A05,2,2
188247,A08,1,
188247,A08,3,
188247,A09,2,
188247,A09,3,
188247,A10,3,
188247,A11,1,
188247,A12,1,
188247,A14,4,
188247,B01,3,
188247,B02,1,
188247,B02,4,
188247,B02,5,
188247,B03,4,
188247,B03,5,
188247,B04,5,
188247,B05,4,
188247,B06,2,
188247,B07,2,
188290,A01,4,
188290,A02,2,
188290,A04,5,
188290,A05,2,0
188290,A08,5,
188290,A09,1,
188290,A10,3,
188290,A11,2,
188290,A12,1,
188290,A14,4,
188290,B01,4,
188290,B02,1,
188290,B02,3,
188290,B02,4,
188290,B03,3,
188290,B03,5,
188290,B04,5,
188290,B05,3,
188290,B06,3,
188290,B07,4,
188357,A01,4,
188357,A02,3,
188357,A04,4,
188357,A05,2,2
188357,A08,1,
188357,A08,5,
188357,A09,1,
188357,A09,3,
188357,A10,3,
188357,A11,3,
188357,A12,2,
188357,A14,4,
188357,B01,3,
188357,B02,1,
188357,B02,3,
188357,B02,4,
188357,B03,4,
188357,B04,4,
188357,B05,3,
188357,B06,4,
188357,B07,5,
188419,A01,8,
188419,A02,4,
188419,A04,4,
188419,A05,2,2
188419,A08,5,
188419,A09,2,
188419,A09,3,
188419,A10,4,
188419,A11,4,
188419,A12,1,
188419,A14,4,
188419,B01,2,
188419,B02,1,
188419,B02,2,
188419,B02,3,
188419,B02,4,
188419,B02,5,
188419,B03,3,
188419,B03,5,
188419,B04,5,
188419,B05,3,
188419,B06,5,
188419,B07,5,
188642,A01,5,
188642,A02,1,
188642,A04,4,
188642,A05,1,0
188642,A08,5,
188642,A08,6,
188642,A09,1,
188642,A10,1,
188642,A11,1,
188642,A12,1,
188642,A14,4,
188642,B01,5,
188642,B02,1,
188642,B02,2,
188642,B02,4,
188642,B03,2,
188642,B04,3,
188642,B05,3,
188642,B06,3,
188642,B07,3,
188980,A01,4,
188980,A02,2,
188980,A04,5,
188980,A05,2,2
188980,A08,3,
188980,A08,4,
188980,A08,5,
188980,A09,1,
188980,A09,3,
188980,A10,3,
188980,A11,2,
188980,A12,3,
188980,A14,4,
188980,B01,4,
188980,B02,2,
188980,B02,4,
188980,B02,5,
188980,B03,3,
188980,B03,4,
188980,B03,5,
188980,B04,4,
188980,B05,4,
188980,B06,5,
188980,B07,5,
189145,A01,3,
189145,A02,1,
189145,A04,3,
189145,A05,3,
189145,A08,1,
189145,A08,3,
189145,A08,5,
189145,A09,1,
189145,A09,3,
189145,A10,3,
189145,A11,1,
189145,A12,2,
189145,A14,4,
189145,B01,4,
189145,B02,1,
189145,B02,2,
189145,B02,3,
189145,B02,4,
189145,B02,5,
189145,B03,1,
189145,B03,2,
189145,B03,3,
189145,B03,4,
189145,B03,5,
189145,B04,5,
189145,B05,4,
189145,B06,4,
189145,B07,5,
189356,A01,21,
189356,A02,7,助理
189356,A04,3,
189356,A05,1,0
189356,A08,1,
189356,A08,5,
189356,A09,2,
189356,A09,3,
189356,A09,4,
189356,A09,7,
189356,A10,2,
189356,A11,2,
189356,A12,1,
189356,A14,4,
189356,B01,3,
189356,B02,1,
189356,B02,2,
189356,B02,3,
189356,B02,4,
189356,B02,5,
189356,B03,5,
189356,B04,5,
189356,B05,4,
189356,B06,4,
189356,B07,4,
189453,A01,1,
189453,A02,1,
189453,A04,5,
189453,A05,2,2
189453,A08,1,
189453,A09,1,
189453,A10,3,
189453,A11,2,
189453,A12,1,
189453,A14,4,
189453,B01,5,
189453,B02,1,
189453,B02,2,
189453,B02,3,
189453,B02,4,
189453,B03,3,
189453,B03,4,
189453,B04,3,
189453,B05,3,
189453,B06,3,
189453,B07,2,
189649,A01,22,
189649,A02,7,家庭主婦
189649,A04,3,
189649,A05,3,
189649,A08,1,
189649,A09,8,
189649,A10,1,
189649,A11,1,
189649,A12,1,
189649,A14,4,
189649,B01,4,
189649,B02,1,
189649,B02,3,
189649,B02,4,
189649,B02,5,
189649,B03,1,
189649,B03,2,
189649,B03,5,
189649,B04,5,
189649,B05,3,
189649,B06,5,
189649,B07,5,
189855,A01,6,
189855,A02,6,
189855,A04,4,
189855,A05,2,3
189855,A08,1,
189855,A08,3,
189855,A08,5,
189855,A09,3,
189855,A09,8,
189855,A10,3,
189855,A11,3,
189855,A12,3,
189855,A14,4,
189855,B01,3,
189855,B02,1,
189855,B02,2,
189855,B02,4,
189855,B02,5,
189855,B03,4,
189855,B03,5,
189855,B04,5,
189855,B05,3,
189855,B06,5,
189855,B07,5,
190248,A01,17,
190248,A02,4,
190248,A04,4,
190248,A05,2,2
190248,A08,1,
190248,A08,2,
190248,A08,3,
190248,A08,5,
190248,A09,1,
190248,A09,3,
190248,A10,4,
190248,A11,3,
190248,A12,2,
190248,A14,4,
190248,B01,3,
190248,B02,1,
190248,B02,2,
190248,B02,3,
190248,B02,4,
190248,B02,5,
190248,B03,2,
190248,B03,3,
190248,B03,4,
190248,B03,5,
190248,B04,5,
190248,B05,3,
190248,B06,5,
190248,B07,5,
191564,A01,1,
191564,A02,1,
191564,A04,3,
191564,A05,2,2
191564,A08,3,
191564,A09,1,
191564,A10,3,
191564,A11,2,
191564,A12,1,
191564,A14,4,
191564,B01,4,
191564,B02,1,
191564,B02,2,
191564,B02,3,
191564,B03,1,
191564,B03,2,
191564,B03,3,
191564,B03,4,
191564,B03,5,
191564,B04,5,
191564,B05,4,
191564,B06,4,
191564,B07,4,
192031,A01,2,
192031,A02,4,
192031,A04,5,
192031,A05,2,2
192031,A08,1,
192031,A08,3,
192031,A08,5,
192031,A09,1,
192031,A09,3,
192031,A10,4,
192031,A11,3,
192031,A12,1,
192031,A14,4,
192031,B01,4,
192031,B02,1,
192031,B02,3,
192031,B02,4,
192031,B02,5,
192031,B03,3,
192031,B03,4,
192031,B03,5,
192031,B04,3,
192031,B05,3,
192031,B06,4,
192031,B07,3,
192208,A01,3,
192208,A02,2,
192208,A04,5,
192208,A05,2,2
192208,A08,1,
192208,A09,4,
192208,A10,4,
192208,A11,1,
192208,A12,1,
192208,A14,4,
192208,B01,5,
192208,B02,1,
192208,B02,4,
192208,B02,5,
192208,B03,2,
192208,B03,4,
192208,B03,5,
192208,B04,5,
192208,B05,3,
192208,B06,4,
192208,B07,5,
192495,A01,13,德國
192495,A02,1,
192495,A04,4,
192495,A05,3,
192495,A08,3,
192495,A08,5,
192495,A09,1,
192495,A09,3,
192495,A10,2,
192495,A11,1,
192495,A12,1,
192495,A14,4,
192495,B01,5,
192495,B02,2,
192495,B02,3,
192495,B02,4,
192495,B02,5,
192495,B03,4,
192495,B03,5,
192495,B04,3,
192495,B05,4,
192495,B06,3,
192495,B07,3,
193018,A01,8,
193018,A02,7,退休
193018,A04,4,
193018,A05,2,2
193018,A08,1,
193018,A08,3,
193018,A09,2,
193018,A09,3,
193018,A10,2,
193018,A11,1,
193018,A12,1,
193018,A14,3,
193018,B01,3,
193018,B02,1,
193018,B02,3,
193018,B02,4,
193018,B02,5,
193018,B03,5,
193018,B04,3,
193018,B05,3,
193018,B06,4,
193018,B07,5,
193509,A01,9,
193509,A02,6,
193509,A04,4,
193509,A05,3,
193509,A08,1,
193509,A08,3,
193509,A08,5,
193509,A09,1,
193509,A09,2,
193509,A09,3,
193509,A10,3,
193509,A11,2,
193509,A12,3,
193509,A14,4,
193509,B01,3,
193509,B02,1,
193509,B02,2,
193509,B02,3,
193509,B02,4,
193509,B02,5,
193509,B03,1,
193509,B03,2,
193509,B03,3,
193509,B03,4,
193509,B03,5,
193509,B04,5,
193509,B05,3,
193509,B06,5,
193509,B07,5,
193560,A01,8,
193560,A02,7,無
193560,A04,5,
193560,A05,2,3
193560,A08,1,
193560,A08,5,
193560,A09,2,
193560,A09,3,
193560,A10,2,
193560,A11,1,
193560,A12,3,
193560,A14,4,
193560,B01,4,
193560,B02,1,
193560,B02,2,
193560,B02,3,
193560,B02,4,
193560,B02,5,
193560,B03,1,
193560,B03,2,
193560,B03,3,
193560,B03,4,
193560,B03,5,
193560,B04,5,
193560,B05,3,
193560,B06,5,
193560,B07,5,
193710,A01,21,
193710,A02,1,
193710,A04,4,
193710,A05,2,2
193710,A08,1,
193710,A08,3,
193710,A08,5,
193710,A09,2,
193710,A09,3,
193710,A09,4,
193710,A09,7,
193710,A10,3,
193710,A11,1,
193710,A12,2,
193710,A14,4,
193710,B01,3,
193710,B02,2,
193710,B02,3,
193710,B02,4,
193710,B02,5,
193710,B03,5,
193710,B04,5,
193710,B05,4,
193710,B06,5,
193710,B07,5,
193739,A01,3,
193739,A02,4,
193739,A04,5,
193739,A05,2,2
193739,A08,1,
193739,A08,2,
193739,A08,3,
193739,A08,4,
193739,A08,5,
